case_id,type,candidate_count,structural_unique_candidate_count,exact_unique_candidate_count,structure_diversity,mean_pairwise_structure_distance,selected_family,selected_variant,oracle_best_family,oracle_best_variant,selected_score,oracle_score,regret
22617480,single,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
14016863,single,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
23180828,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,0.4592592592592592,0.4592592592592592,0.0
16725040,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
24807248,single,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
12370438,single,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
80025726,single,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
28528820,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,0.43563843563843563,0.43563843563843563,0.0
16273916,chain,10,2,2,0.2,0.5555555555555556,original,baseline,original,baseline,0.14814814814814814,0.14814814814814814,0.0
85922837,chain,10,4,4,0.4,0.29814814814814816,original,baseline,original,baseline,0.48888888888888893,0.48888888888888893,0.0
28376340,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
31788289,chain,10,3,3,0.3,0.1492063492063492,original,baseline,minimal,fewest_tools,0.5097125097125097,1.0,0.4902874902874903
22804689,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,0.4166666666666667,0.4166666666666667,0.0
22605629,chain,10,2,4,0.2,0.059259259259259255,original,baseline,original,baseline,0.43618881118881114,0.43618881118881114,0.0
87667273,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
23991119,single,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
31461277,chain,10,2,2,0.2,0.21333333333333335,original,baseline,minimal,fewest_transformations,0.3333333333333333,1.0,0.6666666666666667
11656312,single,10,3,7,0.3,0.25555555555555554,original,baseline,minimal,fewest_tools,0.37037037037037035,0.4444444444444444,0.07407407407407407
41753702,single,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
19466019,single,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
59923748,chain,10,2,2,0.2,0.13333333333333333,original,baseline,action_coverage,strict_explicit_action_coverage,0.1111111111111111,0.2962962962962963,0.18518518518518517
22069875,single,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
16682768,single,10,1,1,0.1,0.0,original,baseline,original,baseline,0.37037037037037035,0.37037037037037035,0.0
29582096,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,0.3703703703703704,0.3703703703703704,0.0
13336269,single,10,2,3,0.2,0.1,original,baseline,original,baseline,0.4444444444444444,0.4444444444444444,0.0
14698032,single,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
26579656,dag,10,1,1,0.1,0.0,original,baseline,original,baseline,0.45370370370370366,0.45370370370370366,0.0
12176023,chain,10,1,4,0.1,0.0,original,baseline,original,baseline,0.5396825396825397,0.5396825396825397,0.0
10752387,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
20465957,chain,10,1,4,0.1,0.0,original,baseline,original,baseline,0.0,0.0,0.0
20094096,single,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
15834651,single,10,1,1,0.1,0.0,original,baseline,original,baseline,0.4444444444444444,0.4444444444444444,0.0
26887673,chain,10,3,3,0.3,0.17777777777777776,original,baseline,original,baseline,0.4497354497354497,0.4497354497354497,0.0
18187080,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,0.31481481481481477,0.31481481481481477,0.0
45875119,chain,10,2,2,0.2,0.3555555555555555,original,baseline,minimal,fewest_tools,0.2222222222222222,1.0,0.7777777777777778
19565758,chain,10,5,7,0.5,0.6555555555555556,original,baseline,minimal,fewest_transformations,0.14814814814814814,0.17777777777777778,0.029629629629629645
30181555,single,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
58364415,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
30002506,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,0.38941798941798944,0.38941798941798944,0.0
38692010,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
18824625,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,1.0,1.0,0.0
15857859,chain,10,1,1,0.1,0.0,original,baseline,original,baseline,0.2962962962962963,0.2962962962962963,0.0
