case_id,type,candidate_count,structural_unique_candidate_count,exact_unique_candidate_count,structure_diversity,mean_pairwise_structure_distance,selected_family,selected_variant,oracle_best_family,oracle_best_variant,selected_score,oracle_score,regret
16097613,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,1.0,1.0,0.0
25866928,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.5333333333333333,0.5333333333333333,0.0
36690562,dag,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.4841269841269841,0.4841269841269841,0.0
29292224,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.20202020202020202,0.20202020202020202,0.0
27258164,dag,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.537037037037037,0.537037037037037,0.0
88388827,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.38941798941798944,0.38941798941798944,0.0
27780863,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.5277777777777778,0.5277777777777778,0.0
15307439,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.5396825396825397,0.5396825396825397,0.0
13018270,dag,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.4740740740740741,0.4740740740740741,0.0
46051366,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.126984126984127,0.126984126984127,0.0
30934207,single,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,1.0,1.0,0.0
60932031,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.41975308641975306,0.41975308641975306,0.0
40313104,single,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,1.0,1.0,0.0
11425996,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.48148148148148145,0.48148148148148145,0.0
13864445,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,1.0,1.0,0.0
11988217,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.07407407407407407,0.07407407407407407,0.0
31733796,single,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,1.0,1.0,0.0
24192922,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.3576719576719577,0.3576719576719577,0.0
26103736,single,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,1.0,1.0,0.0
26034796,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.26102292768959434,0.26102292768959434,0.0
19690344,chain,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.5185185185185186,0.5185185185185186,0.0
15414201,dag,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.10185185185185185,0.10185185185185185,0.0
96133316,single,0,1,1,1.0,,selected_result_fallback,selected_result_fallback,selected_result_fallback,selected_result_fallback,0.2222222222222222,0.2222222222222222,0.0
